Campaign,Measurement,Month1,Month2,Rev_YTD,Rev,Rev_2023,Rev_2024,Flagging_Campaign,Source,RFS_Date,Created_Date,Last_Stage_Change_Date,Opportunity_ID,SF_Opportunity_Id,Campaign_Name,Opportunity_Name,CA_Number,Account_Name,Sub_Line_of_Business,Owner_Group,Opportunity_Owner:_Division,Product_Offer,Opportunity_Owner,Stage,Stage_Count,Opportunity_Quantity,Estimated_Contract_Period_(in_Months),Total_Contract_Value_(converted),Total_OTC_(converted),Total_MRC_(converted),New_Group,Segment,div
BOSQU,FAB,2,Feb,90000,90000,990000,90000,No,All Pipelines SOM,2/8/2023,2/8/2023,2/8/2023,0065g00000WSUUf,0065g00000WSUUfAAP,Q4 2022-BOSQU 2.1,ONNA PRIMA UTAMA. PT 0223,,ONNA PRIMA UTAMA. PT,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Pro Freedom Apps 5GB,0261220003 (ASEP WILDAN YUSUP),Complete,1,2,12,1080000,0,90000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,FAB,2,Feb,1500000,1500000,16500000,1500000,No,All Pipelines SOM,2/7/2023,2/1/2023,2/7/2023,0065g00000UtB41,0065g00000UtB41AAF,Q4 2022-BOSQU 2.1,PRIME BIZZ 100 K,,PANGKALAN LINTAS DATA,Internet Service Provider(ISP),B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,83229417 (REKSA YUDA SAPUTRA),Cash,1,15,12,18000000,0,1500000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,440000000,440000000,440000000,0,No,All Pipelines SOM,2/23/2023,2/8/2023,2/23/2023,0065g00000WSUEI,0065g00000WSUEIAA5,Q4 2022-BOSQU 2.1,PDAM KOTA MAKASSAR BUNDLING,,PDAM KOTA MAKASSAR,Local Government,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-100,84229498 (SARDI),Complete,1,1,1,440000000,440000000,0,REA,0,EAST REGIONAL
BOSQU,FAB,2,Feb,110500000,110500000,110500000,0,No,All Pipelines SOM,2/24/2023,2/23/2023,2/24/2023,0065g00000WfaqT,0065g00000WfaqTAAR,Q4 2022-BOSQU 2.1,Bundling Device _ Latinusa,,PELAT TIMAH NUSANTARA (LATINUSA),,NATIONAL ENTERPRISE ACCOUNT,RESOURCES & MANUFACTURING,Pro Freedom Apps 5GB,0526108807 MULIYA FATMA SARI,Complete,1,1,1,110500000,110000000,500000,NEA,0,RESOURCES & MANUFACTURING
BOSQU,FAB,2,Feb,4300000,4300000,5300000,100000,No,All Pipelines SOM,2/16/2023,2/2/2023,2/16/2023,0065g00000UtDOf,0065g00000UtDOfAAN,Q4 2022-BOSQU 2.1,PERDANA TEKNOLOGI PERSADA-IPT-SITE BPP,,PERDANA TEKNOLOGI PERSADA,Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Pro Freedom Apps 10GB,84198077 (JUAN AUDYA SENGKEY),Cash,1,1,12,5400000,4200000,100000,REA,0,EAST REGIONAL
BOSQU,LOST,2,Feb,176800000,176800000,189800000,1300000,No,All Pipelines SOM,2/3/2023,2/3/2023,2/3/2023,0065g00000UtFQ3,0065g00000UtFQ3AAN,Q4 2022-BOSQU 2.1,Perdana Teknologi Persada-MPLS-Site Grogot,,PERDANA TEKNOLOGI PERSADA,Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Pro Freedom Apps 10GB,84198077 (JUAN AUDYA SENGKEY),Closed Lost,1,13,12,191100000,175500000,1300000,REA,0,EAST REGIONAL
BOSQU,FAB,2,Feb,90000,90000,990000,90000,No,All Pipelines SOM,2/27/2023,2/24/2023,2/27/2023,0065g00000WfcLe,0065g00000WfcLeAAJ,Q4 2022-BOSQU 2.1,MOBILE ADD 2 RS PDHI YOGYAKARTA (FEB 2023),,PERK.(RSI) PSDR DJAMAAH HAJI INA,Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Pro Freedom Apps 5GB,89197993 (WACHID ARIF BUDIMAN),Cash,1,2,12,1080000,0,90000,REA,0,EAST REGIONAL
BOSQU,NO,3,Mar,10000000,85000000,760000000,900000000,No,All Pipelines SOM,3/4/2024,2/24/2023,2/24/2023,0065g00000Wfcru,0065g00000WfcruAAB,Q4 2022-BOSQU 2.1,kebutuhan DC Zona 1 Jambi,,PERTAMINA EP,Mining and Oil & Gas,STRATEGIC ENTERPRISE ACCOUNT,ENERGY & LAW ENFORCEMENT,Prime Biz-70,88157255 (PUTERI ASTI NINGRUM),Qualify,1,1,48,3610000000,10000000,75000000,SEA,0,ENERGY & LAW ENFORCEMENT
BOSQU,FAB,2,Feb,5000050,5000050,55000050,5000000,No,All Pipelines SOM,2/17/2023,2/14/2023,2/17/2023,0065g00000WSi8F,0065g00000WSi8FAAT,Q4 2022-BOSQU 2.1,PRO FREEDOM APPS 10GB,,PERTAMINA RETAIL,Mining and Oil & Gas,STRATEGIC ENTERPRISE ACCOUNT,ENERGY & LAW ENFORCEMENT,Pro Freedom Apps 10GB,84208383 (AULIA ARMIS),Cash,1,50,12,60000050,50,5000000,SEA,0,ENERGY & LAW ENFORCEMENT
BOSQU,FAB,2,Feb,70000,70000,770000,70000,No,All Pipelines SOM,2/7/2023,2/7/2023,2/7/2023,0065g00000UtNgC,0065g00000UtNgCAAV,Q4 2022-BOSQU 2.1,post paid new,,PHILLIP FUTURES,Venture Capital,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-70,81136599 (M. ADE SYARIFUDIN),Complete,1,1,12,840000,0,70000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,70000,70000,770000,70000,No,All Pipelines SOM,2/9/2023,2/8/2023,2/9/2023,0065g00000WSURC,0065g00000WSURCAA5,Q4 2022-BOSQU 2.1,POSTPAID NEW.,,PHILLIP FUTURES,Venture Capital,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-70,81136599 (M. ADE SYARIFUDIN),Cash,1,1,12,840000,0,70000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,4300000,4300000,5300000,100000,No,All Pipelines SOM,2/24/2023,2/24/2023,2/27/2023,0065g00000WfdHT,0065g00000WfdHTAAZ,Q4 2022-BOSQU 2.1,Polnes-GWS For Edu Plus,,POLITEKNIK NEGERI SAMARINDA,Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Pro Freedom Apps 10GB,84198077 (JUAN AUDYA SENGKEY),Complete,1,1,12,5400000,4200000,100000,REA,0,EAST REGIONAL
BOSQU,FAB,2,Feb,51000000,51000000,61000000,1000000,No,All Pipelines SOM,2/10/2023,2/10/2023,2/10/2023,0065g00000WSd7L,0065g00000WSd7LAAT,Q4 2022-BOSQU 2.1,POP! HOTEL COKROAMINOTO 0223,,POP! HOTEL COKROAMINOTO,Five-star hotel,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-200,0261220003 (ASEP WILDAN YUSUP),Complete,1,5,12,62000000,50000000,1000000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,FAB,2,Feb,113509000,113509000,158509000,4500000,No,All Pipelines SOM,2/27/2023,2/27/2023,2/27/2023,0065g00000WfiLM,0065g00000WfiLMAAZ,Q4 2022-BOSQU 2.1,POSTIGA SEJAHTERA bundling Feb23,,POSTIGA SEJAHTERA,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,FINANCIAL & RETAIL BUSINESS,Pro Freedom Apps 10GB,0257220025 (DIAN NITAMI),Complete,1,50,12,163009000,109009000,4500000,NEA,0,FINANCIAL & RETAIL BUSINESS
BOSQU,NO,2,Feb,600000,600000,6600000,600000,No,All Pipelines SOM,2/28/2023,2/9/2023,2/9/2023,0065g00000WSY4H,0065g00000WSY4HAAX,Q4 2022-BOSQU 2.1,IDE-SMB - PRO MARITIME INDONESIA FEB 23,,PRO MARITIME INDONESIA,Other Technologies,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,IGNATIUS IGNATIUS RICKY SETIAWAN,Qualify,1,6,12,7200000,0,600000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,100000,100000,1100000,100000,No,All Pipelines SOM,2/1/2023,2/1/2023,2/1/2023,0065g00000UtAo8,0065g00000UtAo8AAF,Q4 2022-BOSQU 2.1,PT  BROMO JAYA INDONESIA,,PT. BROMO JAYA INDONESIA,Venture Capital,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,PRIME Biz 100K,89146885 (NADIA LESMANA),Cash,1,1,12,1200000,0,100000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,LOST,2,Feb,51000000,51000000,61000000,1000000,No,All Pipelines SOM,2/14/2023,2/14/2023,2/15/2023,0065g00000WSiE3,0065g00000WSiE3AAL,Q4 2022-BOSQU 2.1,Aktivasi Feb 22,,PT. CONTROL SYSTEMS ARENA PARA NUSA,Other Technologies,NATIONAL ENTERPRISE ACCOUNT,RESOURCES & MANUFACTURING,PRIME Biz 100K,0410261401 (AHMAD ZAKKY FUADY),Closed Lost,1,10,12,62000000,50000000,1000000,NEA,0,RESOURCES & MANUFACTURING
BOSQU,FAB,2,Feb,63563065,63563065,68563065,500000,No,All Pipelines SOM,2/26/2023,2/26/2023,2/26/2023,0065g00000Wfgsz,0065g00000WfgszAAB,Q4 2022-BOSQU 2.1,Bundling 2023,,PT. DERMA INTERNATIONAL,Local Government,REGIONAL ENTERPRISE ACCOUNT,WEST REGIONAL,Prime Biz-100 - Contract 12,0102614817 (VICTOR RISWANTO),Complete,1,1,12,69063065,63063065,500000,REA,0,WEST REGIONAL
BOSQU,FAB,2,Feb,23898225,23898225,24348225,540000,No,All Pipelines SOM,2/15/2023,2/6/2023,2/15/2023,0065g00000UtLmB,0065g00000UtLmBAAV,Q4 2022-BOSQU 2.1,PT. ELSEWEDY ELECTRIC INDONESIA_BUNDLING FEB 23,,PT. ELSEWEDY ELECTRIC INDONESIA,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Pro Freedom Apps 5GB,83136551 (RILLA AMELIA WIDIANINGATI),Cash,1,1,24,24933225,23853225,45000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,FAB,2,Feb,26487129,26487129,26937129,540000,No,All Pipelines SOM,2/15/2023,2/6/2023,2/15/2023,0065g00000UtLmB,0065g00000UtLmBAAV,Q4 2022-BOSQU 2.1,PT. ELSEWEDY ELECTRIC INDONESIA_BUNDLING FEB 23,,PT. ELSEWEDY ELECTRIC INDONESIA,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Pro Freedom Apps 5GB,83136551 (RILLA AMELIA WIDIANINGATI),Cash,1,1,24,27522129,26442129,45000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,FAB,2,Feb,924000,924000,10164000,924000,No,All Pipelines SOM,2/6/2023,2/3/2023,2/6/2023,0065g00000UtFRa,0065g00000UtFRaAAN,Q4 2022-BOSQU 2.1,PT INDOMARCO PRISMATAMA_TGR_FEB 2023,,PT. INDOMARCO PRISMATAMA,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-70,83136551 (RILLA AMELIA WIDIANINGATI),Cash,1,12,12,11088000,0,924000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,FAB,2,Feb,600000,600000,6600000,600000,No,All Pipelines SOM,2/1/2023,2/1/2023,2/1/2023,0065g00000UtBE1,0065g00000UtBE1AAN,Q4 2022-BOSQU 2.1,PT. INDOMARCO PRISMATAMA_MOBILE 1 FEB 23,,PT. INDOMARCO PRISMATAMA,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-100,83136551 (RILLA AMELIA WIDIANINGATI),Cash,1,6,12,7200000,0,600000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,FAB,2,Feb,180000,180000,1980000,180000,No,All Pipelines SOM,2/1/2023,2/1/2023,2/1/2023,0065g00000UtBE1,0065g00000UtBE1AAN,Q4 2022-BOSQU 2.1,PT. INDOMARCO PRISMATAMA_MOBILE 1 FEB 23,,PT. INDOMARCO PRISMATAMA,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Pro Freedom Apps 5GB,83136551 (RILLA AMELIA WIDIANINGATI),Cash,1,4,12,2160000,0,180000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,LOST,2,Feb,91000,91000,1001000,91000,No,All Pipelines SOM,2/23/2023,2/23/2023,2/23/2023,0065g00000Wfa3R,0065g00000Wfa3RAAR,Q4 2022-BOSQU 2.1,Pro Freedom 10 GB Bosqu,,"PT. INDORAMA SYNTHETICS, TBK",MIG-CAT2-2015,REGIONAL ENTERPRISE ACCOUNT,WEST REGIONAL,Pro Freedom Apps 10GB,0102614817 (VICTOR RISWANTO),Closed Lost,1,1,12,1092000,0,91000,REA,0,WEST REGIONAL
BOSQU,FAB,2,Feb,100000,100000,1100000,100000,No,All Pipelines SOM,2/24/2023,2/24/2023,2/24/2023,0065g00000WfcZl,0065g00000WfcZlAAJ,Q4 2022-BOSQU 2.1,Penambahan Postpaid 24-02-2023 ID Logistik,,PT. INTI DINAMIKA LOGITAMA INDONESIA,MIG-CAT2-2015,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,84136563 (UMAR HADY KUSUMA),Complete,1,1,12,1200000,0,100000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,45000,45000,495000,45000,No,All Pipelines SOM,2/28/2023,2/22/2023,2/28/2023,0065g00000WfXzP,0065g00000WfXzPAAV,Q4 2022-BOSQU 2.1,PENAMBAHAN 1 NO PT KAWAN LAMA SEJAHTERA,,PT.KAWAN LAMA SEJAHTERA,Other manufacturing,B2B SMB,SMB BUSINESS & OPERATION,Pro Freedom Apps 5GB,0257220013 FERDIANSYAH,Cash,1,1,12,540000,0,45000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,140000,140000,1540000,140000,No,All Pipelines SOM,2/24/2023,2/24/2023,2/24/2023,0065g00000Wfcwk,0065g00000WfcwkAAB,Q4 2022-BOSQU 2.1,BUNDLING 2 DEVICE MANDIRI MANAJEMEN INVESTASI,,PT. MANDIRI MANAJEMEN INVESTASI,Trading Wholesaler,STRATEGIC ENTERPRISE ACCOUNT,STRATEGIC BANKING & FINANCIAL INSTITUTION,Prime Biz-70,88208381 (GILANG RAMADHAN),Cash,1,2,12,1680000,0,140000,SEA,0,STRATEGIC BANKING & FINANCIAL INSTITUTION
BOSQU,FAB,2,Feb,40000000,40000000,440000000,40000000,No,All Pipelines SOM,2/1/2023,2/1/2023,2/1/2023,0065g00000UtCM9,0065g00000UtCM9AAN,Q4 2022-BOSQU 2.1,Bundling Device,,PT. MEDIA TELEKOMUNIKASI MANDIRI,Other Technologies,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,0257220022 (RIZA YULISTINA),Complete,1,20,12,480000000,0,40000000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,201600000,201600000,201600000,0,No,All Pipelines SOM,2/10/2023,2/10/2023,2/24/2023,0065g00000WSd5A,0065g00000WSd5AAAT,Q4 2022-BOSQU 2.1,Mitra Internet Tech-IDIA-Site Palangka,,PT. MITRA INTERNET TECH,Other Technologies,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Pro Freedom Apps 10GB,84198077 (JUAN AUDYA SENGKEY),Complete,1,36,12,201600000,201600000,0,REA,0,EAST REGIONAL
BOSQU,FAB,2,Feb,18900000,18900000,207900000,18900000,No,All Pipelines SOM,2/10/2023,2/10/2023,2/24/2023,0065g00000WSd5A,0065g00000WSd5AAAT,Q4 2022-BOSQU 2.1,Mitra Internet Tech-IDIA-Site Palangka,,PT. MITRA INTERNET TECH,Other Technologies,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Pro Freedom Apps 10GB,84198077 (JUAN AUDYA SENGKEY),Complete,1,189,12,226800000,0,18900000,REA,0,EAST REGIONAL
BOSQU,FAB,3,Mar,0,200000,2000000,400000,No,All Pipelines SOM,3/1/2023,3/1/2023,3/1/2023,0065g00000Wfleq,0065g00000WfleqAAB,Q4 2022-BOSQU 2.1,PT. NEXWAVE 02235,,PT. NEXWAVE,MIG-CAT2-2015,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-200,0261220003 (ASEP WILDAN YUSUP),Cash,1,1,12,2400000,0,200000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,FAB,2,Feb,45000,45000,495000,45000,No,All Pipelines SOM,2/7/2023,2/3/2023,2/7/2023,0065g00000UtG43,0065g00000UtG43AAF,Q4 2022-BOSQU 2.1,PT. SAMAFITRO_REAKTIVASI,,PT. SAMAFITRO,Services Research and Dev,B2B SMB,SMB BUSINESS & OPERATION,Pro Freedom Apps 5GB,75014901 (FIRNA FIDUSIA),Cash,1,1,12,540000,0,45000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,90000,90000,990000,90000,No,All Pipelines SOM,2/20/2023,2/17/2023,2/20/2023,0065g00000WSmDS,0065g00000WSmDSAA1,Q4 2022-BOSQU 2.1,2 NOMER BARU PT. SAMAFITRO,,PT. SAMAFITRO,Services Research and Dev,B2B SMB,SMB BUSINESS & OPERATION,Pro Freedom Apps 5GB,75014901 (FIRNA FIDUSIA),Cash,1,2,12,1080000,0,90000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,100000,100000,1100000,100000,No,All Pipelines SOM,2/24/2023,2/23/2023,2/24/2023,0065g00000WfaN1,0065g00000WfaN1AAJ,Q4 2022-BOSQU 2.1,PENAMBAHAN NO CORP SEMESTA ENERGI SERVICE,,PT. SEMESTA ENERGI SERVICES,Trading Wholesaler,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,0257220022 (RIZA YULISTINA),Cash,1,1,12,1200000,0,100000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,41250000,41250000,41250000,0,No,All Pipelines SOM,2/28/2023,2/28/2023,2/28/2023,0065g00000Wfl5G,0065g00000Wfl5GAAR,Q4 2022-BOSQU 2.1,INDOSAT DIGITAL ANALYTICS (IDA),,PT. SHAFIRA LARAS PERSADA,Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Pro Freedom Apps 5GB,0257220032 (RAHMI WELLINA PUTRI),Closed Won,1,50000,1,41250000,0,41250000,REA,0,JABODETABEK
BOSQU,FAB,2,Feb,280000,280000,3080000,280000,No,All Pipelines SOM,2/24/2023,2/23/2023,2/24/2023,0065g00000WfZuG,0065g00000WfZuGAAV,Q4 2022-BOSQU 2.1,PT.SICPA PERURI SECURICK_23223,,PT.SICPA PERURI SECURICK,Other manufacturing,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-70,86146868 (RETA YOLANDA),Cash,1,2,12,3360000,0,280000,REA,0,JABODETABEK
BOSQU,FAB,2,Feb,70000,70000,770000,70000,No,All Pipelines SOM,2/28/2023,2/22/2023,2/28/2023,0065g00000WfXwV,0065g00000WfXwVAAV,Q4 2022-BOSQU 2.1,AKTIFASI 1 NO POSTPAID,,PT ACE HARDWARE IND TBK / LIANAWATI,Real estate,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-70,0257220013 FERDIANSYAH,Cash,1,1,12,840000,0,70000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,100000,100000,1100000,100000,No,All Pipelines SOM,2/24/2023,2/24/2023,2/24/2023,0065g00000Wfcwz,0065g00000WfcwzAAB,Q4 2022-BOSQU 2.1,ARTHA MULIA,,PT ARTHA MULIA TRIJAYA,Other Technologies,WHOLESALE & CARRIER ACCOUNT,DOMESTIC WHOLESALE,Prime Biz-100,81146862 (HARRY ARSYA),Cash,1,1,12,1200000,0,100000,WCA,0,DOMESTIC WHOLESALE
BOSQU,FAB,2,Feb,5800000,5800000,63800000,5800000,No,All Pipelines SOM,2/15/2023,2/10/2023,2/15/2023,0065g00000WScop,0065g00000WScopAAD,Q4 2022-BOSQU 2.1,REAKTIVASI LINK MENARA ASTRA 5 MBPS,,PT ASTRA INTERNATIONAL TBK,Other manufacturing,STRATEGIC ENTERPRISE ACCOUNT,STRATEGIC GROUP COMPANY ACCOUNT,Prime Biz-100,78015098 (DWI HARYATNO),Cash,1,1,12,69600000,0,5800000,SEA,0,STRATEGIC GROUP COMPANY ACCOUNT
BOSQU,FAB,2,Feb,800000,800000,8800000,800000,No,All Pipelines SOM,2/6/2023,2/6/2023,2/6/2023,0065g00000UtLSq,0065g00000UtLSqAAN,Q4 2022-BOSQU 2.1,Req. Simcard 8 nomor Boeing Indonesia,,PT BOEING INDONESIA,Other manufacturing,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,75014901 (FIRNA FIDUSIA),Complete,1,8,12,9600000,0,800000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,320000,320000,2320000,200000,No,All Pipelines SOM,2/28/2023,2/28/2023,2/28/2023,0065g00000WflzJ,0065g00000WflzJAAR,Q4 2022-BOSQU 2.1,IDE-SMB NASI KULIT SULTAN,,PT BPR RESTU ARTHA MAKMUR,Venture Capital,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,83146897 (WEINDRY ANGGA ANGGER WICAKSANA),Complete,1,2,12,2520000,120000,200000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,25500000,25500000,30500000,500000,No,All Pipelines SOM,2/28/2023,2/28/2023,2/28/2023,0065g00000Wfm2m,0065g00000Wfm2mAAB,Q4 2022-BOSQU 2.1,Bundling_SMB,,PT FASAT INDONUSA,MIG-CAT2-2015,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,83146897 (WEINDRY ANGGA ANGGER WICAKSANA),Complete,1,5,12,31000000,25000000,500000,SMB,0,SMB BUSINESS & OPERATION
BOSQU,FAB,2,Feb,100000,100000,1100000,100000,No,All Pipelines SOM,2/21/2023,2/21/2023,2/21/2023,0065g00000WfVW3,0065g00000WfVW3AAN,Q4 2022-BOSQU 2.1,PT GAJAH TUNGGAL - FEB 23,,PT GAJAH TUNGGAL TBK,Other manufacturing,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,PRIME Biz 100K,89146885 (NADIA LESMANA),Complete,1,1,12,1200000,0,100000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,FAB,2,Feb,180000,180000,1980000,180000,No,All Pipelines SOM,2/15/2023,2/15/2023,2/15/2023,0065g00000WSk5l,0065g00000WSk5lAAD,Q4 2022-BOSQU 2.1,PT INDOMARCO ADI PRIMA_Cab SMG_Feb23,,PT INDOMARCO ADI PRIMA,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Pro Freedom Apps 5GB,83136551 (RILLA AMELIA WIDIANINGATI),Complete,1,4,12,2160000,0,180000,NEA,0,SUPPLY CHAIN & SERVICES
BOSQU,FAB,2,Feb,1088990,1088990,11978890,13067880,No,All Pipelines SOM,2/3/2023,2/3/2023,2/3/2023,0065g00000UtFLX,0065g00000UtFLXAA3,Q4 2022-BOSQU 2.1,ORACLE - APPLE IPHONE 14 128GB - CHRISTIAN TANSIL,,PT ORACLE INDONESIA,Other Technologies,WHOLESALE & CARRIER ACCOUNT,INTERNATIONAL WHOLESALE,PRIME Biz 100K,90218468 (ZULKIFLY),Cash,1,1,24,26135760,0,1088990,WCA,0,INTERNATIONAL WHOLESALE
BOSQU,FAB,2,Feb,1088990,1088990,11978890,13067880,No,All Pipelines SOM,2/8/2023,2/8/2023,2/8/2023,0065g00000WSULE,0065g00000WSULEAA5,Q4 2022-BOSQU 2.1,ORACLE - APPLE IPHONE 14 128GB - ADE OCTIVAYANTI,,PT ORACLE INDONESIA,Other Technologies,WHOLESALE & CARRIER ACCOUNT,INTERNATIONAL WHOLESALE,PRIME Biz 100K,90218468 (ZULKIFLY),Cash,1,1,24,26135760,0,1088990,WCA,0,INTERNATIONAL WHOLESALE
BOSQU,FAB,2,Feb,1088990,1088990,11978890,13067880,No,All Pipelines SOM,2/24/2023,2/24/2023,2/24/2023,0065g00000WfcGe,0065g00000WfcGeAAJ,Q4 2022-BOSQU 2.1,ORACLE - APPLE IPHONE 14 128GB - LAMBERTUS WARDANA,,PT ORACLE INDONESIA,Other Technologies,WHOLESALE & CARRIER ACCOUNT,INTERNATIONAL WHOLESALE,PRIME Biz 100K,90218468 (ZULKIFLY),Cash,1,1,24,26135760,0,1088990,WCA,0,INTERNATIONAL WHOLESALE
BOSQU,FAB,2,Feb,1088990,1088990,11978890,13067880,No,All Pipelines SOM,2/27/2023,2/27/2023,2/27/2023,0065g00000WfiAV,0065g00000WfiAVAAZ,Q4 2022-BOSQU 2.1,ORACLE - APPLE IPHONE 14 128GB - BRAMA DHANESWARA,,PT ORACLE INDONESIA,Other Technologies,WHOLESALE & CARRIER ACCOUNT,INTERNATIONAL WHOLESALE,PRIME Biz 100K,90218468 (ZULKIFLY),Cash,1,1,24,26135760,0,1088990,WCA,0,INTERNATIONAL WHOLESALE
BOSQU,FAB,2,Feb,70000,70000,770000,70000,No,All Pipelines SOM,2/10/2023,2/8/2023,2/10/2023,0065g00000WSUw3,0065g00000WSUw3AAH,Q4 2022-BOSQU 2.1,AKTIFASI NEW PRIME 8 FEB PT OTO MULTIARTHA,,PT OTO MULTIARTHA,Venture Capital,NATIONAL ENTERPRISE ACCOUNT,FINANCIAL & RETAIL BUSINESS,Prime Biz-70,82229113 (TITIN WURI HANDAYANI),Cash,1,1,12,840000,0,70000,NEA,0,FINANCIAL & RETAIL BUSINESS
BOSQU,FAB,2,Feb,50100000,50100000,51100000,100000,No,All Pipelines SOM,2/28/2023,2/28/2023,2/28/2023,0065g00000WfkKQ,0065g00000WfkKQAAZ,Q4 2022-BOSQU 2.1,PANIN BANK- BUNDLING DEVICE 3 FEB23,,PT PANIN BANK TBK,"Commercial, saving & Dev. Bank",STRATEGIC ENTERPRISE ACCOUNT,STRATEGIC BANKING & FINANCIAL INSTITUTION,PRIME Biz 100K,95229416 ORVINA MYRILLA,Complete,1,1,12,51200000,50000000,100000,SEA,0,STRATEGIC BANKING & FINANCIAL INSTITUTION
BOSQU,FAB,2,Feb,50100000,50100000,51100000,100000,No,All Pipelines SOM,2/28/2023,2/28/2023,2/28/2023,0065g00000WfkZo,0065g00000WfkZoAAJ,Q4 2022-BOSQU 2.1,PANIN BANK DEVICE BUNDLING REQ FEB23,,PT PANIN BANK TBK,"Commercial, saving & Dev. Bank",STRATEGIC ENTERPRISE ACCOUNT,STRATEGIC BANKING & FINANCIAL INSTITUTION,PRIME Biz 100K,95229416 ORVINA MYRILLA,Complete,1,1,12,51200000,50000000,100000,SEA,0,STRATEGIC BANKING & FINANCIAL INSTITUTION
BOSQU,FAB,2,Feb,900000,900000,9900000,10800000,No,All Pipelines SOM,2/28/2023,2/28/2023,2/28/2023,0065g00000WfjwB,0065g00000WfjwBAAR,Q4 2022-BOSQU 2.1,POD 3 PDU 3 PHASE,,PT PERTAMINA (PERSERO),Mining and Oil & Gas,STRATEGIC ENTERPRISE ACCOUNT,ENERGY & LAW ENFORCEMENT,Prime Biz-70,88157255 (PUTERI ASTI NINGRUM),Cash,1,1,48,43200000,0,900000,SEA,0,ENERGY & LAW ENFORCEMENT
